device,filter,filter_label,name,clean_name,elapsed_ms
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0063680000603199005
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005727999843657017
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0031999999191612005
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006047999951988459
cuda:0,16,graph,graph,graph,65.43974304199219
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006335999816656113
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.00595200015231967
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.838272094726562
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006240000016987324
cuda:0,16,graph,graph,graph,65.43644714355469
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006432000081986189
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.00559999980032444
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.837120056152344
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0033279999624937773
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006399999838322401
cuda:0,16,graph,graph,graph,65.438720703125
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0066559999249875546
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005696000065654516
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030400000978261232
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83846378326416
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006207999773323536
cuda:0,16,graph,graph,graph,65.47046661376953
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006399999838322401
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005824000108987093
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0029440000653266907
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,16,graph,graph,graph,65.43360137939453
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006240000016987324
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005888000130653381
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.8372802734375
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.003263999940827489
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006335999816656113
cuda:0,16,graph,graph,graph,65.43462371826172
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005663999821990728
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.836416244506836
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006496000103652477
cuda:0,16,graph,graph,graph,65.4366683959961
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.00595200015231967
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0029120000544935465
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.003103999886661768
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,16,graph,graph,graph,65.4417953491211
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.00559999980032444
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.836671829223633
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0033279999624937773
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006240000016987324
cuda:0,16,graph,graph,graph,65.43462371826172
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0063680000603199005
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005760000087320805
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.003135999897494912
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,16,graph,graph,graph,65.44569396972656
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.004095999989658594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006240000016987324
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.00559999980032444
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.836416244506836
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.003135999897494912
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,16,graph,graph,graph,65.42950439453125
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006463999859988689
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005696000065654516
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.002368000103160739
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.838272094726562
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006175999995321035
cuda:0,16,graph,graph,graph,65.44585418701172
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006240000016987324
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005791999865323305
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.837311744689941
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006111999973654747
cuda:0,16,graph,graph,graph,65.4405746459961
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006175999995321035
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0058559998869895935
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.836416244506836
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.003135999897494912
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006175999995321035
cuda:0,16,graph,graph,graph,65.44767761230469
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0066559999249875546
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005696000065654516
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0060800001956522465
cuda:0,16,graph,graph,graph,65.44451141357422
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006335999816656113
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005727999843657017
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006144000217318535
cuda:0,16,graph,graph,graph,65.45091247558594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006560000125318766
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005760000087320805
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.004000000189989805
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006240000016987324
cuda:0,16,graph,graph,graph,65.44073486328125
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006496000103652477
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0058559998869895935
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,16,graph,graph,graph,65.44355010986328
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
